Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Pennsylvania,"Healthcare setting, inpatient",383,2971,443,184,0,642,
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Pennsylvania,"Healthcare setting, outpatient or emergency room",12,554,20,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Pennsylvania,"Healthcare setting, dead on arrival",0,39,0,0,0,0,
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Pennsylvania,Decedent's home,36,3851,53,,,83,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Pennsylvania,Hospice facility,27,554,32,,0,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Pennsylvania,Nursing home/long term care facility,370,2616,106,37,0,439,
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Pennsylvania,Other,,635,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Pennsylvania,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Pennsylvania,Total - All Places of Death,499,11543,593,157,0,935,
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Pennsylvania,"Healthcare setting, inpatient",238,3017,412,125,0,525,
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Pennsylvania,"Healthcare setting, outpatient or emergency room",,566,13,0,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Pennsylvania,"Healthcare setting, dead on arrival",0,60,0,0,0,0,
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Pennsylvania,Decedent's home,25,4115,48,,0,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Pennsylvania,Hospice facility,10,559,19,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Pennsylvania,Nursing home/long term care facility,219,2599,94,23,0,290,
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Pennsylvania,Other,0,627,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Pennsylvania,Total - All Places of Death,506,11506,597,171,0,932,
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Pennsylvania,"Healthcare setting, inpatient",267,3109,416,131,0,552,
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Pennsylvania,"Healthcare setting, outpatient or emergency room",,544,15,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Pennsylvania,"Healthcare setting, dead on arrival",0,56,0,0,0,0,
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Pennsylvania,Decedent's home,26,4011,50,,0,71,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Pennsylvania,Hospice facility,,559,24,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Pennsylvania,Nursing home/long term care facility,196,2629,90,27,0,259,
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Pennsylvania,Other,,597,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Pennsylvania,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Pennsylvania,Total - All Places of Death,418,11348,572,136,0,854,
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Pennsylvania,"Healthcare setting, inpatient",196,3022,409,105,0,500,
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Pennsylvania,"Healthcare setting, outpatient or emergency room",,499,,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Pennsylvania,"Healthcare setting, dead on arrival",0,48,0,0,0,0,
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Pennsylvania,Decedent's home,22,3960,50,,0,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Pennsylvania,Hospice facility,,580,14,0,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Pennsylvania,Nursing home/long term care facility,185,2615,83,25,0,243,
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Pennsylvania,Other,,624,,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Pennsylvania,Total - All Places of Death,726,12086,751,289,0,1188,
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Pennsylvania,"Healthcare setting, inpatient",404,3346,541,243,0,702,
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Pennsylvania,"Healthcare setting, outpatient or emergency room",11,552,,0,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Pennsylvania,"Healthcare setting, dead on arrival",0,51,0,0,0,0,
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Pennsylvania,Decedent's home,33,3991,55,10,0,78,
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Pennsylvania,Hospice facility,,608,29,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Pennsylvania,Nursing home/long term care facility,268,2972,112,30,0,350,
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Pennsylvania,Other,,564,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Pennsylvania,Place of death unknown,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Pennsylvania,Total - All Places of Death,2565,14216,1619,1063,,3125,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Pennsylvania,"Healthcare setting, inpatient",1351,4240,1220,862,,1711,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Pennsylvania,"Healthcare setting, outpatient or emergency room",60,662,41,14,0,87,
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Pennsylvania,"Healthcare setting, dead on arrival",,59,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Pennsylvania,Decedent's home,159,4408,88,35,,213,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Pennsylvania,Hospice facility,26,576,38,12,,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Pennsylvania,Nursing home/long term care facility,954,3681,221,135,0,1040,
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Pennsylvania,Other,11,589,10,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Pennsylvania,Place of death unknown,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Pennsylvania,Total - All Places of Death,6546,19289,3139,2580,,7107,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Pennsylvania,"Healthcare setting, inpatient",3525,6591,2447,2106,,3868,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Pennsylvania,"Healthcare setting, outpatient or emergency room",128,839,47,28,0,147,
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Pennsylvania,"Healthcare setting, dead on arrival",,62,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Pennsylvania,Decedent's home,371,5210,159,90,0,440,
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Pennsylvania,Hospice facility,79,577,54,31,0,102,
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Pennsylvania,Nursing home/long term care facility,2406,5352,415,313,0,2508,
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Pennsylvania,Other,30,657,16,11,0,35,
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Pennsylvania,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Pennsylvania,Total - All Places of Death,4802,17049,2716,2137,,5385,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Pennsylvania,"Healthcare setting, inpatient",2819,5987,2138,1767,,3193,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Pennsylvania,"Healthcare setting, outpatient or emergency room",86,690,47,26,0,107,
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Pennsylvania,"Healthcare setting, dead on arrival",,57,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Pennsylvania,Decedent's home,257,4874,147,79,,326,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Pennsylvania,Hospice facility,89,612,56,31,0,114,
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Pennsylvania,Nursing home/long term care facility,1519,4181,314,226,,1607,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Pennsylvania,Other,29,647,14,,0,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Pennsylvania,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Pennsylvania,Total - All Places of Death,1929,12551,1386,919,,2397,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Pennsylvania,"Healthcare setting, inpatient",1191,3996,1058,759,,1490,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Pennsylvania,"Healthcare setting, outpatient or emergency room",36,567,24,11,0,49,
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Pennsylvania,"Healthcare setting, dead on arrival",,44,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Pennsylvania,Decedent's home,152,4102,97,45,,205,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Pennsylvania,Hospice facility,45,466,32,15,0,62,
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Pennsylvania,Nursing home/long term care facility,483,2813,163,81,0,565,
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Pennsylvania,Other,20,563,12,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Pennsylvania,Total - All Places of Death,1003,12114,936,480,,1461,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Pennsylvania,"Healthcare setting, inpatient",661,3767,723,399,,986,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Pennsylvania,"Healthcare setting, outpatient or emergency room",29,538,20,10,0,39,
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Pennsylvania,"Healthcare setting, dead on arrival",,58,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Pennsylvania,Decedent's home,118,4226,71,29,,161,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Pennsylvania,Hospice facility,20,568,26,,0,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Pennsylvania,Nursing home/long term care facility,162,2403,88,29,0,221,
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Pennsylvania,Other,11,554,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Pennsylvania,Total - All Places of Death,1247,11976,1030,626,,1652,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Pennsylvania,"Healthcare setting, inpatient",913,3800,828,555,,1187,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Pennsylvania,"Healthcare setting, outpatient or emergency room",35,592,12,,0,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Pennsylvania,"Healthcare setting, dead on arrival",,56,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Pennsylvania,Decedent's home,134,3984,85,29,0,190,
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Pennsylvania,Hospice facility,21,550,18,,0,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Pennsylvania,Nursing home/long term care facility,125,2381,77,25,0,177,
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Pennsylvania,Other,17,613,,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Pennsylvania,Total - All Places of Death,891,11860,875,479,,1287,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Pennsylvania,"Healthcare setting, inpatient",682,3619,696,430,,948,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Pennsylvania,"Healthcare setting, outpatient or emergency room",20,554,13,,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Pennsylvania,"Healthcare setting, dead on arrival",,41,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Pennsylvania,Decedent's home,90,4070,79,27,0,142,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Pennsylvania,Hospice facility,18,589,20,,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Pennsylvania,Nursing home/long term care facility,70,2336,59,14,0,115,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Pennsylvania,Other,,651,,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Pennsylvania,Total - All Places of Death,338,10667,562,164,0,736,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Pennsylvania,"Healthcare setting, inpatient",257,3057,418,144,0,531,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Pennsylvania,"Healthcare setting, outpatient or emergency room",,532,12,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Pennsylvania,"Healthcare setting, dead on arrival",0,49,0,0,0,0,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Pennsylvania,Decedent's home,28,3653,46,12,0,62,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Pennsylvania,Hospice facility,,515,15,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Pennsylvania,Nursing home/long term care facility,38,2272,65,,0,98,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Pennsylvania,Other,,589,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Pennsylvania,Total - All Places of Death,173,10934,528,76,0,625,
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Pennsylvania,"Healthcare setting, inpatient",109,3180,386,66,0,429,
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Pennsylvania,"Healthcare setting, outpatient or emergency room",,492,17,0,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Pennsylvania,"Healthcare setting, dead on arrival",0,53,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Pennsylvania,Decedent's home,23,3641,42,,0,60,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Pennsylvania,Hospice facility,,562,15,0,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Pennsylvania,Nursing home/long term care facility,27,2413,64,,0,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Pennsylvania,Other,,593,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Pennsylvania,Total - All Places of Death,593,11613,773,313,,1054,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Pennsylvania,"Healthcare setting, inpatient",433,3480,583,271,,746,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Pennsylvania,"Healthcare setting, outpatient or emergency room",18,555,21,,0,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Pennsylvania,"Healthcare setting, dead on arrival",0,30,0,0,0,0,
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Pennsylvania,Decedent's home,70,3841,69,24,0,115,
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Pennsylvania,Hospice facility,,565,21,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Pennsylvania,Nursing home/long term care facility,59,2552,72,11,0,120,
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Pennsylvania,Other,,590,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Pennsylvania,Total - All Places of Death,1364,12418,1274,744,,1895,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Pennsylvania,"Healthcare setting, inpatient",1031,4093,1041,677,,1396,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Pennsylvania,"Healthcare setting, outpatient or emergency room",36,591,23,,,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Pennsylvania,"Healthcare setting, dead on arrival",,46,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Pennsylvania,Decedent's home,128,3998,73,28,0,173,
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Pennsylvania,Hospice facility,16,516,23,,0,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Pennsylvania,Nursing home/long term care facility,137,2578,105,23,0,219,
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Pennsylvania,Other,15,596,,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Pennsylvania,Total - All Places of Death,2240,13766,1726,1208,,2759,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Pennsylvania,"Healthcare setting, inpatient",1690,4874,1445,1091,,2045,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Pennsylvania,"Healthcare setting, outpatient or emergency room",60,620,34,15,0,79,
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Pennsylvania,"Healthcare setting, dead on arrival",0,34,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Pennsylvania,Decedent's home,179,4195,91,37,0,233,
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Pennsylvania,Hospice facility,28,590,27,10,0,45,
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Pennsylvania,Nursing home/long term care facility,267,2818,116,51,0,332,
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Pennsylvania,Other,16,635,11,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,Total - All Places of Death,2284,13849,1821,1280,,2826,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,"Healthcare setting, inpatient",1718,4959,1515,1143,,2090,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,"Healthcare setting, outpatient or emergency room",62,681,37,23,0,76,
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,"Healthcare setting, dead on arrival",0,31,0,0,0,0,
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,Decedent's home,230,4149,95,44,,282,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,Hospice facility,26,559,30,15,0,41,
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,Nursing home/long term care facility,232,2904,134,50,0,316,
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,Other,16,565,10,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Pennsylvania,Total - All Places of Death,2264,9658,1657,1295,12,2636,
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Pennsylvania,"Healthcare setting, inpatient",1778,3847,1430,1173,,2042,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Pennsylvania,"Healthcare setting, outpatient or emergency room",72,435,26,17,0,81,
