Data As Of,Start Date,End Date,Group,State,Place of Death,COVID-19 Deaths
10/26/2022,01/01/2022,10/22/2022,By Year,Puerto Rico,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Puerto Rico,Decedent's home,179
10/26/2022,01/01/2022,10/22/2022,By Year,Puerto Rico,Hospice facility,0
10/26/2022,01/01/2022,10/22/2022,By Year,Puerto Rico,Nursing home/long term care facility,74
10/26/2022,01/01/2022,10/22/2022,By Year,Puerto Rico,Other,13
10/26/2022,01/01/2022,10/22/2022,By Year,Puerto Rico,Place of death unknown,
10/26/2022,10/01/2022,10/22/2022,By Month,United States,Total - All Places of Death,4214
10/26/2022,10/01/2022,10/22/2022,By Month,United States,"Healthcare setting, inpatient",1869
10/26/2022,10/01/2022,10/22/2022,By Month,United States,"Healthcare setting, outpatient or emergency room",122
10/26/2022,10/01/2022,10/22/2022,By Month,United States,"Healthcare setting, dead on arrival",5
10/26/2022,10/01/2022,10/22/2022,By Month,United States,Decedent's home,732
10/26/2022,10/01/2022,10/22/2022,By Month,United States,Hospice facility,390
10/26/2022,10/01/2022,10/22/2022,By Month,United States,Nursing home/long term care facility,972
10/26/2022,10/01/2022,10/22/2022,By Month,United States,Other,123
10/26/2022,10/01/2022,10/22/2022,By Month,United States,Place of death unknown,1
10/26/2022,10/01/2022,10/22/2022,By Month,Alabama,Total - All Places of Death,36
10/26/2022,10/01/2022,10/22/2022,By Month,Alabama,"Healthcare setting, inpatient",22
10/26/2022,10/01/2022,10/22/2022,By Month,Alabama,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Alabama,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Alabama,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Alabama,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Alabama,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Alabama,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Alabama,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Alaska,Total - All Places of Death,0
10/26/2022,10/01/2022,10/22/2022,By Month,Alaska,"Healthcare setting, inpatient",0
10/26/2022,10/01/2022,10/22/2022,By Month,Alaska,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,Alaska,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Alaska,Decedent's home,0
10/26/2022,10/01/2022,10/22/2022,By Month,Alaska,Hospice facility,0
10/26/2022,10/01/2022,10/22/2022,By Month,Alaska,Nursing home/long term care facility,0
10/26/2022,10/01/2022,10/22/2022,By Month,Alaska,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,Alaska,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Arizona,Total - All Places of Death,56
10/26/2022,10/01/2022,10/22/2022,By Month,Arizona,"Healthcare setting, inpatient",21
10/26/2022,10/01/2022,10/22/2022,By Month,Arizona,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Arizona,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Arizona,Decedent's home,13
10/26/2022,10/01/2022,10/22/2022,By Month,Arizona,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Arizona,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Arizona,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Arizona,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Arkansas,Total - All Places of Death,60
10/26/2022,10/01/2022,10/22/2022,By Month,Arkansas,"Healthcare setting, inpatient",22
10/26/2022,10/01/2022,10/22/2022,By Month,Arkansas,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Arkansas,"Healthcare setting, dead on arrival",
10/26/2022,10/01/2022,10/22/2022,By Month,Arkansas,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Arkansas,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Arkansas,Nursing home/long term care facility,18
10/26/2022,10/01/2022,10/22/2022,By Month,Arkansas,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Arkansas,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,California,Total - All Places of Death,228
10/26/2022,10/01/2022,10/22/2022,By Month,California,"Healthcare setting, inpatient",130
10/26/2022,10/01/2022,10/22/2022,By Month,California,"Healthcare setting, outpatient or emergency room",10
10/26/2022,10/01/2022,10/22/2022,By Month,California,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,California,Decedent's home,41
10/26/2022,10/01/2022,10/22/2022,By Month,California,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,California,Nursing home/long term care facility,25
10/26/2022,10/01/2022,10/22/2022,By Month,California,Other,21
10/26/2022,10/01/2022,10/22/2022,By Month,California,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Colorado,Total - All Places of Death,51
10/26/2022,10/01/2022,10/22/2022,By Month,Colorado,"Healthcare setting, inpatient",
10/26/2022,10/01/2022,10/22/2022,By Month,Colorado,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Colorado,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Colorado,Decedent's home,16
10/26/2022,10/01/2022,10/22/2022,By Month,Colorado,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Colorado,Nursing home/long term care facility,22
10/26/2022,10/01/2022,10/22/2022,By Month,Colorado,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Colorado,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Connecticut,Total - All Places of Death,56
10/26/2022,10/01/2022,10/22/2022,By Month,Connecticut,"Healthcare setting, inpatient",33
10/26/2022,10/01/2022,10/22/2022,By Month,Connecticut,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Connecticut,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Connecticut,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Connecticut,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Connecticut,Nursing home/long term care facility,11
10/26/2022,10/01/2022,10/22/2022,By Month,Connecticut,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Connecticut,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Delaware,Total - All Places of Death,
10/26/2022,10/01/2022,10/22/2022,By Month,Delaware,"Healthcare setting, inpatient",
10/26/2022,10/01/2022,10/22/2022,By Month,Delaware,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,Delaware,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Delaware,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Delaware,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Delaware,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Delaware,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,Delaware,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,District of Columbia,Total - All Places of Death,0
10/26/2022,10/01/2022,10/22/2022,By Month,District of Columbia,"Healthcare setting, inpatient",0
10/26/2022,10/01/2022,10/22/2022,By Month,District of Columbia,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,District of Columbia,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,District of Columbia,Decedent's home,0
10/26/2022,10/01/2022,10/22/2022,By Month,District of Columbia,Hospice facility,0
10/26/2022,10/01/2022,10/22/2022,By Month,District of Columbia,Nursing home/long term care facility,0
10/26/2022,10/01/2022,10/22/2022,By Month,District of Columbia,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,District of Columbia,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Florida,Total - All Places of Death,287
10/26/2022,10/01/2022,10/22/2022,By Month,Florida,"Healthcare setting, inpatient",112
10/26/2022,10/01/2022,10/22/2022,By Month,Florida,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Florida,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Florida,Decedent's home,42
10/26/2022,10/01/2022,10/22/2022,By Month,Florida,Hospice facility,78
10/26/2022,10/01/2022,10/22/2022,By Month,Florida,Nursing home/long term care facility,34
10/26/2022,10/01/2022,10/22/2022,By Month,Florida,Other,15
10/26/2022,10/01/2022,10/22/2022,By Month,Florida,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Georgia,Total - All Places of Death,71
10/26/2022,10/01/2022,10/22/2022,By Month,Georgia,"Healthcare setting, inpatient",29
10/26/2022,10/01/2022,10/22/2022,By Month,Georgia,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Georgia,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Georgia,Decedent's home,16
10/26/2022,10/01/2022,10/22/2022,By Month,Georgia,Hospice facility,11
10/26/2022,10/01/2022,10/22/2022,By Month,Georgia,Nursing home/long term care facility,11
10/26/2022,10/01/2022,10/22/2022,By Month,Georgia,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Georgia,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Hawaii,Total - All Places of Death,0
10/26/2022,10/01/2022,10/22/2022,By Month,Hawaii,"Healthcare setting, inpatient",0
10/26/2022,10/01/2022,10/22/2022,By Month,Hawaii,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,Hawaii,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Hawaii,Decedent's home,0
10/26/2022,10/01/2022,10/22/2022,By Month,Hawaii,Hospice facility,0
10/26/2022,10/01/2022,10/22/2022,By Month,Hawaii,Nursing home/long term care facility,0
10/26/2022,10/01/2022,10/22/2022,By Month,Hawaii,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,Hawaii,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Idaho,Total - All Places of Death,22
10/26/2022,10/01/2022,10/22/2022,By Month,Idaho,"Healthcare setting, inpatient",
10/26/2022,10/01/2022,10/22/2022,By Month,Idaho,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,Idaho,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Idaho,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Idaho,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Idaho,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Idaho,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Idaho,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Illinois,Total - All Places of Death,159
10/26/2022,10/01/2022,10/22/2022,By Month,Illinois,"Healthcare setting, inpatient",72
10/26/2022,10/01/2022,10/22/2022,By Month,Illinois,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Illinois,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Illinois,Decedent's home,25
10/26/2022,10/01/2022,10/22/2022,By Month,Illinois,Hospice facility,10
10/26/2022,10/01/2022,10/22/2022,By Month,Illinois,Nursing home/long term care facility,41
10/26/2022,10/01/2022,10/22/2022,By Month,Illinois,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Illinois,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Indiana,Total - All Places of Death,64
10/26/2022,10/01/2022,10/22/2022,By Month,Indiana,"Healthcare setting, inpatient",29
10/26/2022,10/01/2022,10/22/2022,By Month,Indiana,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Indiana,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Indiana,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Indiana,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Indiana,Nursing home/long term care facility,24
10/26/2022,10/01/2022,10/22/2022,By Month,Indiana,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,Indiana,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Iowa,Total - All Places of Death,43
10/26/2022,10/01/2022,10/22/2022,By Month,Iowa,"Healthcare setting, inpatient",14
10/26/2022,10/01/2022,10/22/2022,By Month,Iowa,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Iowa,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Iowa,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Iowa,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Iowa,Nursing home/long term care facility,16
10/26/2022,10/01/2022,10/22/2022,By Month,Iowa,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Iowa,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Kansas,Total - All Places of Death,45
10/26/2022,10/01/2022,10/22/2022,By Month,Kansas,"Healthcare setting, inpatient",15
10/26/2022,10/01/2022,10/22/2022,By Month,Kansas,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Kansas,"Healthcare setting, dead on arrival",
10/26/2022,10/01/2022,10/22/2022,By Month,Kansas,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Kansas,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Kansas,Nursing home/long term care facility,18
10/26/2022,10/01/2022,10/22/2022,By Month,Kansas,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,Kansas,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Kentucky,Total - All Places of Death,83
10/26/2022,10/01/2022,10/22/2022,By Month,Kentucky,"Healthcare setting, inpatient",32
10/26/2022,10/01/2022,10/22/2022,By Month,Kentucky,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Kentucky,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Kentucky,Decedent's home,22
10/26/2022,10/01/2022,10/22/2022,By Month,Kentucky,Hospice facility,12
10/26/2022,10/01/2022,10/22/2022,By Month,Kentucky,Nursing home/long term care facility,10
10/26/2022,10/01/2022,10/22/2022,By Month,Kentucky,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Kentucky,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Louisiana,Total - All Places of Death,22
10/26/2022,10/01/2022,10/22/2022,By Month,Louisiana,"Healthcare setting, inpatient",11
10/26/2022,10/01/2022,10/22/2022,By Month,Louisiana,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Louisiana,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Louisiana,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Louisiana,Hospice facility,0
10/26/2022,10/01/2022,10/22/2022,By Month,Louisiana,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Louisiana,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,Louisiana,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Maine,Total - All Places of Death,50
10/26/2022,10/01/2022,10/22/2022,By Month,Maine,"Healthcare setting, inpatient",24
10/26/2022,10/01/2022,10/22/2022,By Month,Maine,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,Maine,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Maine,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Maine,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Maine,Nursing home/long term care facility,16
10/26/2022,10/01/2022,10/22/2022,By Month,Maine,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Maine,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Maryland,Total - All Places of Death,84
10/26/2022,10/01/2022,10/22/2022,By Month,Maryland,"Healthcare setting, inpatient",29
10/26/2022,10/01/2022,10/22/2022,By Month,Maryland,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Maryland,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Maryland,Decedent's home,11
10/26/2022,10/01/2022,10/22/2022,By Month,Maryland,Hospice facility,18
10/26/2022,10/01/2022,10/22/2022,By Month,Maryland,Nursing home/long term care facility,14
10/26/2022,10/01/2022,10/22/2022,By Month,Maryland,Other,10
10/26/2022,10/01/2022,10/22/2022,By Month,Maryland,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Massachusetts,Total - All Places of Death,138
10/26/2022,10/01/2022,10/22/2022,By Month,Massachusetts,"Healthcare setting, inpatient",68
10/26/2022,10/01/2022,10/22/2022,By Month,Massachusetts,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Massachusetts,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Massachusetts,Decedent's home,21
10/26/2022,10/01/2022,10/22/2022,By Month,Massachusetts,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Massachusetts,Nursing home/long term care facility,32
10/26/2022,10/01/2022,10/22/2022,By Month,Massachusetts,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Massachusetts,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Michigan,Total - All Places of Death,182
10/26/2022,10/01/2022,10/22/2022,By Month,Michigan,"Healthcare setting, inpatient",75
10/26/2022,10/01/2022,10/22/2022,By Month,Michigan,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Michigan,Decedent's home,48
10/26/2022,10/01/2022,10/22/2022,By Month,Michigan,Hospice facility,14
10/26/2022,10/01/2022,10/22/2022,By Month,Michigan,Nursing home/long term care facility,37
10/26/2022,10/01/2022,10/22/2022,By Month,Michigan,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Michigan,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Minnesota,Total - All Places of Death,99
10/26/2022,10/01/2022,10/22/2022,By Month,Minnesota,"Healthcare setting, inpatient",31
10/26/2022,10/01/2022,10/22/2022,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Minnesota,Decedent's home,15
10/26/2022,10/01/2022,10/22/2022,By Month,Minnesota,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Minnesota,Nursing home/long term care facility,49
10/26/2022,10/01/2022,10/22/2022,By Month,Minnesota,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Minnesota,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Mississippi,Total - All Places of Death,47
10/26/2022,10/01/2022,10/22/2022,By Month,Mississippi,"Healthcare setting, inpatient",15
10/26/2022,10/01/2022,10/22/2022,By Month,Mississippi,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Mississippi,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Mississippi,Decedent's home,11
10/26/2022,10/01/2022,10/22/2022,By Month,Mississippi,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Mississippi,Nursing home/long term care facility,11
10/26/2022,10/01/2022,10/22/2022,By Month,Mississippi,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Mississippi,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Missouri,Total - All Places of Death,67
10/26/2022,10/01/2022,10/22/2022,By Month,Missouri,"Healthcare setting, inpatient",32
10/26/2022,10/01/2022,10/22/2022,By Month,Missouri,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,Missouri,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Missouri,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Missouri,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Missouri,Nursing home/long term care facility,25
10/26/2022,10/01/2022,10/22/2022,By Month,Missouri,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,Missouri,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Montana,Total - All Places of Death,23
10/26/2022,10/01/2022,10/22/2022,By Month,Montana,"Healthcare setting, inpatient",12
10/26/2022,10/01/2022,10/22/2022,By Month,Montana,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,Montana,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Montana,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Montana,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Montana,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Montana,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,Montana,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Nebraska,Total - All Places of Death,14
10/26/2022,10/01/2022,10/22/2022,By Month,Nebraska,"Healthcare setting, inpatient",
10/26/2022,10/01/2022,10/22/2022,By Month,Nebraska,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,Nebraska,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Nebraska,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Nebraska,Hospice facility,0
10/26/2022,10/01/2022,10/22/2022,By Month,Nebraska,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Nebraska,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,Nebraska,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,Nevada,Total - All Places of Death,23
10/26/2022,10/01/2022,10/22/2022,By Month,Nevada,"Healthcare setting, inpatient",14
10/26/2022,10/01/2022,10/22/2022,By Month,Nevada,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,Nevada,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,Nevada,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,Nevada,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Nevada,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,Nevada,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,Nevada,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,New Hampshire,Total - All Places of Death,32
10/26/2022,10/01/2022,10/22/2022,By Month,New Hampshire,"Healthcare setting, inpatient",13
10/26/2022,10/01/2022,10/22/2022,By Month,New Hampshire,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,New Hampshire,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,New Hampshire,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,New Hampshire,Hospice facility,0
10/26/2022,10/01/2022,10/22/2022,By Month,New Hampshire,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,New Hampshire,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,New Hampshire,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,New Jersey,Total - All Places of Death,157
10/26/2022,10/01/2022,10/22/2022,By Month,New Jersey,"Healthcare setting, inpatient",78
10/26/2022,10/01/2022,10/22/2022,By Month,New Jersey,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,New Jersey,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,New Jersey,Decedent's home,20
10/26/2022,10/01/2022,10/22/2022,By Month,New Jersey,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,New Jersey,Nursing home/long term care facility,46
10/26/2022,10/01/2022,10/22/2022,By Month,New Jersey,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,New Jersey,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,New Mexico,Total - All Places of Death,19
10/26/2022,10/01/2022,10/22/2022,By Month,New Mexico,"Healthcare setting, inpatient",
10/26/2022,10/01/2022,10/22/2022,By Month,New Mexico,"Healthcare setting, outpatient or emergency room",0
10/26/2022,10/01/2022,10/22/2022,By Month,New Mexico,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,New Mexico,Decedent's home,
10/26/2022,10/01/2022,10/22/2022,By Month,New Mexico,Hospice facility,0
10/26/2022,10/01/2022,10/22/2022,By Month,New Mexico,Nursing home/long term care facility,
10/26/2022,10/01/2022,10/22/2022,By Month,New Mexico,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,New Mexico,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,New York,Total - All Places of Death,339
10/26/2022,10/01/2022,10/22/2022,By Month,New York,"Healthcare setting, inpatient",160
10/26/2022,10/01/2022,10/22/2022,By Month,New York,"Healthcare setting, outpatient or emergency room",19
10/26/2022,10/01/2022,10/22/2022,By Month,New York,"Healthcare setting, dead on arrival",
10/26/2022,10/01/2022,10/22/2022,By Month,New York,Decedent's home,48
10/26/2022,10/01/2022,10/22/2022,By Month,New York,Hospice facility,33
10/26/2022,10/01/2022,10/22/2022,By Month,New York,Nursing home/long term care facility,78
10/26/2022,10/01/2022,10/22/2022,By Month,New York,Other,0
10/26/2022,10/01/2022,10/22/2022,By Month,New York,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,New York City,Total - All Places of Death,126
10/26/2022,10/01/2022,10/22/2022,By Month,New York City,"Healthcare setting, inpatient",85
10/26/2022,10/01/2022,10/22/2022,By Month,New York City,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,New York City,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,New York City,Decedent's home,19
10/26/2022,10/01/2022,10/22/2022,By Month,New York City,Hospice facility,
10/26/2022,10/01/2022,10/22/2022,By Month,New York City,Nursing home/long term care facility,13
10/26/2022,10/01/2022,10/22/2022,By Month,New York City,Other,
10/26/2022,10/01/2022,10/22/2022,By Month,New York City,Place of death unknown,0
10/26/2022,10/01/2022,10/22/2022,By Month,North Carolina,Total - All Places of Death,180
10/26/2022,10/01/2022,10/22/2022,By Month,North Carolina,"Healthcare setting, inpatient",84
10/26/2022,10/01/2022,10/22/2022,By Month,North Carolina,"Healthcare setting, outpatient or emergency room",
10/26/2022,10/01/2022,10/22/2022,By Month,North Carolina,"Healthcare setting, dead on arrival",0
10/26/2022,10/01/2022,10/22/2022,By Month,North Carolina,Decedent's home,33
10/26/2022,10/01/2022,10/22/2022,By Month,North Carolina,Hospice facility,37
