Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,North Dakota,Hospice facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,North Dakota,Nursing home/long term care facility,34,212,,,0,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,North Dakota,Other,0,25,0,0,0,0,
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,North Dakota,Place of death unknown,0,0,0,0,0,0,
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,North Dakota,Total - All Places of Death,20,598,35,,0,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,North Dakota,"Healthcare setting, inpatient",11,218,29,,0,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,North Dakota,"Healthcare setting, outpatient or emergency room",0,32,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,North Dakota,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,North Dakota,Decedent's home,,155,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,North Dakota,Hospice facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,North Dakota,Nursing home/long term care facility,,155,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,North Dakota,Other,0,28,0,0,0,0,
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,North Dakota,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,North Dakota,Total - All Places of Death,30,589,49,11,0,68,
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,North Dakota,"Healthcare setting, inpatient",17,225,39,,0,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,North Dakota,"Healthcare setting, outpatient or emergency room",0,29,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,North Dakota,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,North Dakota,Decedent's home,,141,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,North Dakota,Hospice facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,North Dakota,Nursing home/long term care facility,,166,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,North Dakota,Other,0,25,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,North Dakota,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,North Dakota,Total - All Places of Death,42,634,63,27,0,78,
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,North Dakota,"Healthcare setting, inpatient",31,246,55,25,0,61,
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,North Dakota,"Healthcare setting, outpatient or emergency room",,29,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,North Dakota,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,North Dakota,Decedent's home,,156,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,North Dakota,Hospice facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,North Dakota,Nursing home/long term care facility,,168,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,North Dakota,Other,0,29,0,0,0,0,
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,North Dakota,Place of death unknown,0,0,0,0,0,0,
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,North Dakota,Total - All Places of Death,117,704,102,53,0,166,
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,North Dakota,"Healthcare setting, inpatient",65,270,70,42,0,93,
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,North Dakota,"Healthcare setting, outpatient or emergency room",0,31,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,North Dakota,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,North Dakota,Decedent's home,,147,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,North Dakota,Hospice facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,North Dakota,Nursing home/long term care facility,47,221,26,11,0,62,
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,North Dakota,Other,0,29,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,North Dakota,Place of death unknown,0,0,0,0,0,0,
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,North Dakota,Total - All Places of Death,314,997,216,172,0,358,
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,North Dakota,"Healthcare setting, inpatient",175,406,157,126,0,206,
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,North Dakota,"Healthcare setting, outpatient or emergency room",,36,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,North Dakota,"Healthcare setting, dead on arrival",0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,North Dakota,Decedent's home,10,200,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,North Dakota,Hospice facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,North Dakota,Nursing home/long term care facility,125,308,51,41,0,135,
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,North Dakota,Other,,36,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,North Dakota,Place of death unknown,0,0,0,0,0,0,
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,North Dakota,Total - All Places of Death,558,1135,308,273,,595,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,North Dakota,"Healthcare setting, inpatient",283,483,225,201,,308,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,North Dakota,"Healthcare setting, outpatient or emergency room",,43,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,North Dakota,"Healthcare setting, dead on arrival",,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,North Dakota,Decedent's home,26,195,10,,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,North Dakota,Hospice facility,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,North Dakota,Nursing home/long term care facility,235,376,65,62,,239,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,North Dakota,Other,,30,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,North Dakota,Place of death unknown,0,0,0,0,0,0,
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,North Dakota,Total - All Places of Death,349,936,236,193,,393,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,North Dakota,"Healthcare setting, inpatient",217,431,188,156,,249,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,North Dakota,"Healthcare setting, outpatient or emergency room",,31,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,North Dakota,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,North Dakota,Decedent's home,14,185,,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,North Dakota,Hospice facility,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,North Dakota,Nursing home/long term care facility,112,259,37,29,,121,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,North Dakota,Other,0,22,0,0,0,0,
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,North Dakota,Place of death unknown,0,0,0,0,0,0,
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,North Dakota,Total - All Places of Death,97,671,89,52,0,134,
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,North Dakota,"Healthcare setting, inpatient",69,316,69,43,0,95,
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,North Dakota,"Healthcare setting, outpatient or emergency room",,23,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,North Dakota,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,North Dakota,Decedent's home,,136,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,North Dakota,Hospice facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,North Dakota,Nursing home/long term care facility,22,160,10,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,North Dakota,Other,0,29,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,North Dakota,Place of death unknown,0,0,0,0,0,0,
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,North Dakota,Total - All Places of Death,32,563,52,18,0,66,
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,North Dakota,"Healthcare setting, inpatient",22,225,42,16,0,48,
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,North Dakota,"Healthcare setting, outpatient or emergency room",,20,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,North Dakota,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,North Dakota,Decedent's home,,138,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,North Dakota,Hospice facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,North Dakota,Nursing home/long term care facility,,162,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,North Dakota,Other,0,12,0,0,0,0,
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,North Dakota,Place of death unknown,0,0,0,0,0,0,
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,North Dakota,Total - All Places of Death,26,642,51,12,0,65,
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,North Dakota,"Healthcare setting, inpatient",17,240,39,11,0,45,
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,North Dakota,"Healthcare setting, outpatient or emergency room",,40,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,North Dakota,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,North Dakota,Decedent's home,,150,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,North Dakota,Hospice facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,North Dakota,Nursing home/long term care facility,,180,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,North Dakota,Other,0,24,0,0,0,0,
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,North Dakota,Place of death unknown,0,0,0,0,0,0,
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,North Dakota,Total - All Places of Death,39,585,55,22,0,72,
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,North Dakota,"Healthcare setting, inpatient",26,200,41,21,0,46,
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,North Dakota,"Healthcare setting, outpatient or emergency room",0,25,0,0,0,0,
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,North Dakota,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,North Dakota,Decedent's home,,151,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,North Dakota,Hospice facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,North Dakota,Nursing home/long term care facility,10,175,10,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,North Dakota,Other,0,23,0,0,0,0,
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,North Dakota,Place of death unknown,0,0,0,0,0,0,
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,North Dakota,Total - All Places of Death,35,620,62,25,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,North Dakota,"Healthcare setting, inpatient",29,228,50,22,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,North Dakota,"Healthcare setting, outpatient or emergency room",,27,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,North Dakota,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,North Dakota,Decedent's home,,150,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,North Dakota,Hospice facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,North Dakota,Nursing home/long term care facility,,173,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,North Dakota,Other,,36,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,North Dakota,Place of death unknown,0,0,0,0,0,0,
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,North Dakota,Total - All Places of Death,18,602,56,12,0,62,
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,North Dakota,"Healthcare setting, inpatient",14,231,46,11,0,49,
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,North Dakota,"Healthcare setting, outpatient or emergency room",0,34,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,North Dakota,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,North Dakota,Decedent's home,,153,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,North Dakota,Hospice facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,North Dakota,Nursing home/long term care facility,,149,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,North Dakota,Other,0,27,0,0,0,0,
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,North Dakota,Place of death unknown,0,0,0,0,0,0,
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,North Dakota,Total - All Places of Death,12,604,40,,0,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,North Dakota,"Healthcare setting, inpatient",,231,30,,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,North Dakota,"Healthcare setting, outpatient or emergency room",,35,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,North Dakota,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,North Dakota,Decedent's home,,150,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,North Dakota,Hospice facility,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,North Dakota,Nursing home/long term care facility,,148,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,North Dakota,Other,0,33,0,0,0,0,
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,North Dakota,Place of death unknown,0,0,0,0,0,0,
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,North Dakota,Total - All Places of Death,35,608,76,23,0,88,
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,North Dakota,"Healthcare setting, inpatient",26,250,57,22,0,61,
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,North Dakota,"Healthcare setting, outpatient or emergency room",,37,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,North Dakota,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,North Dakota,Decedent's home,,131,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,North Dakota,Hospice facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,North Dakota,Nursing home/long term care facility,,147,13,0,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,North Dakota,Other,0,34,0,0,0,0,
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,North Dakota,Place of death unknown,0,0,0,0,0,0,
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,North Dakota,Total - All Places of Death,89,716,98,50,,138,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,North Dakota,"Healthcare setting, inpatient",74,308,79,46,0,107,
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,North Dakota,"Healthcare setting, outpatient or emergency room",,24,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,North Dakota,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,North Dakota,Decedent's home,10,187,,,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,North Dakota,Hospice facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,North Dakota,Nursing home/long term care facility,,163,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,North Dakota,Other,,27,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,North Dakota,Place of death unknown,0,0,0,0,0,0,
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,North Dakota,Total - All Places of Death,215,854,183,129,0,269,
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,North Dakota,"Healthcare setting, inpatient",162,403,158,115,0,205,
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,North Dakota,"Healthcare setting, outpatient or emergency room",,36,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,North Dakota,"Healthcare setting, dead on arrival",,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,North Dakota,Decedent's home,12,179,,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,North Dakota,Hospice facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,North Dakota,Nursing home/long term care facility,29,198,12,,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,North Dakota,Other,,30,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,North Dakota,Place of death unknown,0,0,0,0,0,0,
09/21/2022,11/01/2021,11/30/2021,By Month,2021,11,North Dakota,Total - All Places of Death,195,805,165,118,0,242,
09/21/2022,11/01/2021,11/30/2021,By Month,2021,11,North Dakota,"Healthcare setting, inpatient",159,392,147,112,0,194,
09/21/2022,11/01/2021,11/30/2021,By Month,2021,11,North Dakota,"Healthcare setting, outpatient or emergency room",,35,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2021,11/30/2021,By Month,2021,11,North Dakota,"Healthcare setting, dead on arrival",,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2021,11/30/2021,By Month,2021,11,North Dakota,Decedent's home,11,159,,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2021,11/30/2021,By Month,2021,11,North Dakota,Hospice facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2021,11/30/2021,By Month,2021,11,North Dakota,Nursing home/long term care facility,19,191,11,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2021,11/30/2021,By Month,2021,11,North Dakota,Other,0,21,0,0,0,0,
