Data As Of,Start Date,End Date,Group,State,Place of Death,COVID-19 Deaths
10/19/2022,03/01/2020,03/31/2020,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",0
10/19/2022,03/01/2020,03/31/2020,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,03/01/2020,03/31/2020,By Month,South Dakota,Decedent's home,0
10/19/2022,03/01/2020,03/31/2020,By Month,South Dakota,Hospice facility,0
10/19/2022,03/01/2020,03/31/2020,By Month,South Dakota,Nursing home/long term care facility,0
10/19/2022,03/01/2020,03/31/2020,By Month,South Dakota,Other,0
10/19/2022,03/01/2020,03/31/2020,By Month,South Dakota,Place of death unknown,0
10/19/2022,04/01/2020,04/30/2020,By Month,South Dakota,Total - All Places of Death,21
10/19/2022,04/01/2020,04/30/2020,By Month,South Dakota,"Healthcare setting, inpatient",
10/19/2022,04/01/2020,04/30/2020,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,04/01/2020,04/30/2020,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,04/01/2020,04/30/2020,By Month,South Dakota,Decedent's home,
10/19/2022,04/01/2020,04/30/2020,By Month,South Dakota,Hospice facility,0
10/19/2022,04/01/2020,04/30/2020,By Month,South Dakota,Nursing home/long term care facility,10
10/19/2022,04/01/2020,04/30/2020,By Month,South Dakota,Other,0
10/19/2022,04/01/2020,04/30/2020,By Month,South Dakota,Place of death unknown,0
10/19/2022,05/01/2020,05/31/2020,By Month,South Dakota,Total - All Places of Death,44
10/19/2022,05/01/2020,05/31/2020,By Month,South Dakota,"Healthcare setting, inpatient",18
10/19/2022,05/01/2020,05/31/2020,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,05/01/2020,05/31/2020,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,05/01/2020,05/31/2020,By Month,South Dakota,Decedent's home,
10/19/2022,05/01/2020,05/31/2020,By Month,South Dakota,Hospice facility,
10/19/2022,05/01/2020,05/31/2020,By Month,South Dakota,Nursing home/long term care facility,18
10/19/2022,05/01/2020,05/31/2020,By Month,South Dakota,Other,
10/19/2022,05/01/2020,05/31/2020,By Month,South Dakota,Place of death unknown,0
10/19/2022,06/01/2020,06/30/2020,By Month,South Dakota,Total - All Places of Death,40
10/19/2022,06/01/2020,06/30/2020,By Month,South Dakota,"Healthcare setting, inpatient",30
10/19/2022,06/01/2020,06/30/2020,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,06/01/2020,06/30/2020,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,06/01/2020,06/30/2020,By Month,South Dakota,Decedent's home,
10/19/2022,06/01/2020,06/30/2020,By Month,South Dakota,Hospice facility,
10/19/2022,06/01/2020,06/30/2020,By Month,South Dakota,Nursing home/long term care facility,
10/19/2022,06/01/2020,06/30/2020,By Month,South Dakota,Other,0
10/19/2022,06/01/2020,06/30/2020,By Month,South Dakota,Place of death unknown,0
10/19/2022,07/01/2020,07/31/2020,By Month,South Dakota,Total - All Places of Death,50
10/19/2022,07/01/2020,07/31/2020,By Month,South Dakota,"Healthcare setting, inpatient",29
10/19/2022,07/01/2020,07/31/2020,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,07/01/2020,07/31/2020,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,07/01/2020,07/31/2020,By Month,South Dakota,Decedent's home,
10/19/2022,07/01/2020,07/31/2020,By Month,South Dakota,Hospice facility,
10/19/2022,07/01/2020,07/31/2020,By Month,South Dakota,Nursing home/long term care facility,13
10/19/2022,07/01/2020,07/31/2020,By Month,South Dakota,Other,0
10/19/2022,07/01/2020,07/31/2020,By Month,South Dakota,Place of death unknown,0
10/19/2022,08/01/2020,08/31/2020,By Month,South Dakota,Total - All Places of Death,49
10/19/2022,08/01/2020,08/31/2020,By Month,South Dakota,"Healthcare setting, inpatient",30
10/19/2022,08/01/2020,08/31/2020,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",0
10/19/2022,08/01/2020,08/31/2020,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,08/01/2020,08/31/2020,By Month,South Dakota,Decedent's home,
10/19/2022,08/01/2020,08/31/2020,By Month,South Dakota,Hospice facility,
10/19/2022,08/01/2020,08/31/2020,By Month,South Dakota,Nursing home/long term care facility,17
10/19/2022,08/01/2020,08/31/2020,By Month,South Dakota,Other,0
10/19/2022,08/01/2020,08/31/2020,By Month,South Dakota,Place of death unknown,0
10/19/2022,09/01/2020,09/30/2020,By Month,South Dakota,Total - All Places of Death,116
10/19/2022,09/01/2020,09/30/2020,By Month,South Dakota,"Healthcare setting, inpatient",62
10/19/2022,09/01/2020,09/30/2020,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,09/01/2020,09/30/2020,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,09/01/2020,09/30/2020,By Month,South Dakota,Decedent's home,
10/19/2022,09/01/2020,09/30/2020,By Month,South Dakota,Hospice facility,
10/19/2022,09/01/2020,09/30/2020,By Month,South Dakota,Nursing home/long term care facility,37
10/19/2022,09/01/2020,09/30/2020,By Month,South Dakota,Other,0
10/19/2022,09/01/2020,09/30/2020,By Month,South Dakota,Place of death unknown,0
10/19/2022,10/01/2020,10/31/2020,By Month,South Dakota,Total - All Places of Death,265
10/19/2022,10/01/2020,10/31/2020,By Month,South Dakota,"Healthcare setting, inpatient",130
10/19/2022,10/01/2020,10/31/2020,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,10/01/2020,10/31/2020,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,10/01/2020,10/31/2020,By Month,South Dakota,Decedent's home,
10/19/2022,10/01/2020,10/31/2020,By Month,South Dakota,Hospice facility,
10/19/2022,10/01/2020,10/31/2020,By Month,South Dakota,Nursing home/long term care facility,116
10/19/2022,10/01/2020,10/31/2020,By Month,South Dakota,Other,
10/19/2022,10/01/2020,10/31/2020,By Month,South Dakota,Place of death unknown,0
10/19/2022,11/01/2020,11/30/2020,By Month,South Dakota,Total - All Places of Death,701
10/19/2022,11/01/2020,11/30/2020,By Month,South Dakota,"Healthcare setting, inpatient",313
10/19/2022,11/01/2020,11/30/2020,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",11
10/19/2022,11/01/2020,11/30/2020,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,11/01/2020,11/30/2020,By Month,South Dakota,Decedent's home,23
10/19/2022,11/01/2020,11/30/2020,By Month,South Dakota,Hospice facility,15
10/19/2022,11/01/2020,11/30/2020,By Month,South Dakota,Nursing home/long term care facility,333
10/19/2022,11/01/2020,11/30/2020,By Month,South Dakota,Other,
10/19/2022,11/01/2020,11/30/2020,By Month,South Dakota,Place of death unknown,0
10/19/2022,12/01/2020,12/31/2020,By Month,South Dakota,Total - All Places of Death,427
10/19/2022,12/01/2020,12/31/2020,By Month,South Dakota,"Healthcare setting, inpatient",241
10/19/2022,12/01/2020,12/31/2020,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",11
10/19/2022,12/01/2020,12/31/2020,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,12/01/2020,12/31/2020,By Month,South Dakota,Decedent's home,21
10/19/2022,12/01/2020,12/31/2020,By Month,South Dakota,Hospice facility,17
10/19/2022,12/01/2020,12/31/2020,By Month,South Dakota,Nursing home/long term care facility,135
10/19/2022,12/01/2020,12/31/2020,By Month,South Dakota,Other,
10/19/2022,12/01/2020,12/31/2020,By Month,South Dakota,Place of death unknown,0
10/19/2022,01/01/2021,01/31/2021,By Month,South Dakota,Total - All Places of Death,188
10/19/2022,01/01/2021,01/31/2021,By Month,South Dakota,"Healthcare setting, inpatient",115
10/19/2022,01/01/2021,01/31/2021,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,01/01/2021,01/31/2021,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2021,01/31/2021,By Month,South Dakota,Decedent's home,15
10/19/2022,01/01/2021,01/31/2021,By Month,South Dakota,Hospice facility,11
10/19/2022,01/01/2021,01/31/2021,By Month,South Dakota,Nursing home/long term care facility,42
10/19/2022,01/01/2021,01/31/2021,By Month,South Dakota,Other,
10/19/2022,01/01/2021,01/31/2021,By Month,South Dakota,Place of death unknown,0
10/19/2022,02/01/2021,02/28/2021,By Month,South Dakota,Total - All Places of Death,70
10/19/2022,02/01/2021,02/28/2021,By Month,South Dakota,"Healthcare setting, inpatient",40
10/19/2022,02/01/2021,02/28/2021,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,02/01/2021,02/28/2021,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,02/01/2021,02/28/2021,By Month,South Dakota,Decedent's home,
10/19/2022,02/01/2021,02/28/2021,By Month,South Dakota,Hospice facility,
10/19/2022,02/01/2021,02/28/2021,By Month,South Dakota,Nursing home/long term care facility,18
10/19/2022,02/01/2021,02/28/2021,By Month,South Dakota,Other,
10/19/2022,02/01/2021,02/28/2021,By Month,South Dakota,Place of death unknown,0
10/19/2022,03/01/2021,03/31/2021,By Month,South Dakota,Total - All Places of Death,39
10/19/2022,03/01/2021,03/31/2021,By Month,South Dakota,"Healthcare setting, inpatient",21
10/19/2022,03/01/2021,03/31/2021,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,03/01/2021,03/31/2021,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,03/01/2021,03/31/2021,By Month,South Dakota,Decedent's home,
10/19/2022,03/01/2021,03/31/2021,By Month,South Dakota,Hospice facility,
10/19/2022,03/01/2021,03/31/2021,By Month,South Dakota,Nursing home/long term care facility,
10/19/2022,03/01/2021,03/31/2021,By Month,South Dakota,Other,0
10/19/2022,03/01/2021,03/31/2021,By Month,South Dakota,Place of death unknown,0
10/19/2022,04/01/2021,04/30/2021,By Month,South Dakota,Total - All Places of Death,41
10/19/2022,04/01/2021,04/30/2021,By Month,South Dakota,"Healthcare setting, inpatient",33
10/19/2022,04/01/2021,04/30/2021,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,04/01/2021,04/30/2021,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,04/01/2021,04/30/2021,By Month,South Dakota,Decedent's home,
10/19/2022,04/01/2021,04/30/2021,By Month,South Dakota,Hospice facility,
10/19/2022,04/01/2021,04/30/2021,By Month,South Dakota,Nursing home/long term care facility,
10/19/2022,04/01/2021,04/30/2021,By Month,South Dakota,Other,0
10/19/2022,04/01/2021,04/30/2021,By Month,South Dakota,Place of death unknown,0
10/19/2022,05/01/2021,05/31/2021,By Month,South Dakota,Total - All Places of Death,32
10/19/2022,05/01/2021,05/31/2021,By Month,South Dakota,"Healthcare setting, inpatient",21
10/19/2022,05/01/2021,05/31/2021,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,05/01/2021,05/31/2021,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,05/01/2021,05/31/2021,By Month,South Dakota,Decedent's home,
10/19/2022,05/01/2021,05/31/2021,By Month,South Dakota,Hospice facility,
10/19/2022,05/01/2021,05/31/2021,By Month,South Dakota,Nursing home/long term care facility,
10/19/2022,05/01/2021,05/31/2021,By Month,South Dakota,Other,
10/19/2022,05/01/2021,05/31/2021,By Month,South Dakota,Place of death unknown,0
10/19/2022,06/01/2021,06/30/2021,By Month,South Dakota,Total - All Places of Death,15
10/19/2022,06/01/2021,06/30/2021,By Month,South Dakota,"Healthcare setting, inpatient",
10/19/2022,06/01/2021,06/30/2021,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,06/01/2021,06/30/2021,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,06/01/2021,06/30/2021,By Month,South Dakota,Decedent's home,
10/19/2022,06/01/2021,06/30/2021,By Month,South Dakota,Hospice facility,
10/19/2022,06/01/2021,06/30/2021,By Month,South Dakota,Nursing home/long term care facility,
10/19/2022,06/01/2021,06/30/2021,By Month,South Dakota,Other,0
10/19/2022,06/01/2021,06/30/2021,By Month,South Dakota,Place of death unknown,0
10/19/2022,07/01/2021,07/31/2021,By Month,South Dakota,Total - All Places of Death,13
10/19/2022,07/01/2021,07/31/2021,By Month,South Dakota,"Healthcare setting, inpatient",
10/19/2022,07/01/2021,07/31/2021,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,07/01/2021,07/31/2021,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,07/01/2021,07/31/2021,By Month,South Dakota,Decedent's home,
10/19/2022,07/01/2021,07/31/2021,By Month,South Dakota,Hospice facility,0
10/19/2022,07/01/2021,07/31/2021,By Month,South Dakota,Nursing home/long term care facility,
10/19/2022,07/01/2021,07/31/2021,By Month,South Dakota,Other,
10/19/2022,07/01/2021,07/31/2021,By Month,South Dakota,Place of death unknown,0
10/19/2022,08/01/2021,08/31/2021,By Month,South Dakota,Total - All Places of Death,35
10/19/2022,08/01/2021,08/31/2021,By Month,South Dakota,"Healthcare setting, inpatient",29
10/19/2022,08/01/2021,08/31/2021,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",0
10/19/2022,08/01/2021,08/31/2021,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,08/01/2021,08/31/2021,By Month,South Dakota,Decedent's home,
10/19/2022,08/01/2021,08/31/2021,By Month,South Dakota,Hospice facility,0
10/19/2022,08/01/2021,08/31/2021,By Month,South Dakota,Nursing home/long term care facility,0
10/19/2022,08/01/2021,08/31/2021,By Month,South Dakota,Other,0
10/19/2022,08/01/2021,08/31/2021,By Month,South Dakota,Place of death unknown,0
10/19/2022,09/01/2021,09/30/2021,By Month,South Dakota,Total - All Places of Death,119
10/19/2022,09/01/2021,09/30/2021,By Month,South Dakota,"Healthcare setting, inpatient",94
10/19/2022,09/01/2021,09/30/2021,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,09/01/2021,09/30/2021,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,09/01/2021,09/30/2021,By Month,South Dakota,Decedent's home,
10/19/2022,09/01/2021,09/30/2021,By Month,South Dakota,Hospice facility,
10/19/2022,09/01/2021,09/30/2021,By Month,South Dakota,Nursing home/long term care facility,10
10/19/2022,09/01/2021,09/30/2021,By Month,South Dakota,Other,0
10/19/2022,09/01/2021,09/30/2021,By Month,South Dakota,Place of death unknown,0
10/19/2022,10/01/2021,10/31/2021,By Month,South Dakota,Total - All Places of Death,116
10/19/2022,10/01/2021,10/31/2021,By Month,South Dakota,"Healthcare setting, inpatient",92
10/19/2022,10/01/2021,10/31/2021,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,10/01/2021,10/31/2021,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,10/01/2021,10/31/2021,By Month,South Dakota,Decedent's home,
10/19/2022,10/01/2021,10/31/2021,By Month,South Dakota,Hospice facility,
10/19/2022,10/01/2021,10/31/2021,By Month,South Dakota,Nursing home/long term care facility,12
10/19/2022,10/01/2021,10/31/2021,By Month,South Dakota,Other,0
10/19/2022,10/01/2021,10/31/2021,By Month,South Dakota,Place of death unknown,0
10/19/2022,11/01/2021,11/30/2021,By Month,South Dakota,Total - All Places of Death,149
10/19/2022,11/01/2021,11/30/2021,By Month,South Dakota,"Healthcare setting, inpatient",107
10/19/2022,11/01/2021,11/30/2021,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,11/01/2021,11/30/2021,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,11/01/2021,11/30/2021,By Month,South Dakota,Decedent's home,14
10/19/2022,11/01/2021,11/30/2021,By Month,South Dakota,Hospice facility,
10/19/2022,11/01/2021,11/30/2021,By Month,South Dakota,Nursing home/long term care facility,21
10/19/2022,11/01/2021,11/30/2021,By Month,South Dakota,Other,0
10/19/2022,11/01/2021,11/30/2021,By Month,South Dakota,Place of death unknown,0
10/19/2022,12/01/2021,12/31/2021,By Month,South Dakota,Total - All Places of Death,170
10/19/2022,12/01/2021,12/31/2021,By Month,South Dakota,"Healthcare setting, inpatient",135
10/19/2022,12/01/2021,12/31/2021,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,12/01/2021,12/31/2021,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,12/01/2021,12/31/2021,By Month,South Dakota,Decedent's home,13
10/19/2022,12/01/2021,12/31/2021,By Month,South Dakota,Hospice facility,
10/19/2022,12/01/2021,12/31/2021,By Month,South Dakota,Nursing home/long term care facility,12
10/19/2022,12/01/2021,12/31/2021,By Month,South Dakota,Other,
10/19/2022,12/01/2021,12/31/2021,By Month,South Dakota,Place of death unknown,0
10/19/2022,01/01/2022,01/31/2022,By Month,South Dakota,Total - All Places of Death,183
10/19/2022,01/01/2022,01/31/2022,By Month,South Dakota,"Healthcare setting, inpatient",138
10/19/2022,01/01/2022,01/31/2022,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,01/01/2022,01/31/2022,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,01/31/2022,By Month,South Dakota,Decedent's home,11
10/19/2022,01/01/2022,01/31/2022,By Month,South Dakota,Hospice facility,
10/19/2022,01/01/2022,01/31/2022,By Month,South Dakota,Nursing home/long term care facility,22
10/19/2022,01/01/2022,01/31/2022,By Month,South Dakota,Other,0
10/19/2022,01/01/2022,01/31/2022,By Month,South Dakota,Place of death unknown,0
10/19/2022,02/01/2022,02/28/2022,By Month,South Dakota,Total - All Places of Death,144
10/19/2022,02/01/2022,02/28/2022,By Month,South Dakota,"Healthcare setting, inpatient",94
10/19/2022,02/01/2022,02/28/2022,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,02/01/2022,02/28/2022,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,02/01/2022,02/28/2022,By Month,South Dakota,Decedent's home,13
10/19/2022,02/01/2022,02/28/2022,By Month,South Dakota,Hospice facility,12
10/19/2022,02/01/2022,02/28/2022,By Month,South Dakota,Nursing home/long term care facility,19
10/19/2022,02/01/2022,02/28/2022,By Month,South Dakota,Other,
10/19/2022,02/01/2022,02/28/2022,By Month,South Dakota,Place of death unknown,0
10/19/2022,03/01/2022,03/31/2022,By Month,South Dakota,Total - All Places of Death,42
10/19/2022,03/01/2022,03/31/2022,By Month,South Dakota,"Healthcare setting, inpatient",24
10/19/2022,03/01/2022,03/31/2022,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,03/01/2022,03/31/2022,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,03/01/2022,03/31/2022,By Month,South Dakota,Decedent's home,
10/19/2022,03/01/2022,03/31/2022,By Month,South Dakota,Hospice facility,
10/19/2022,03/01/2022,03/31/2022,By Month,South Dakota,Nursing home/long term care facility,
10/19/2022,03/01/2022,03/31/2022,By Month,South Dakota,Other,0
10/19/2022,03/01/2022,03/31/2022,By Month,South Dakota,Place of death unknown,0
10/19/2022,04/01/2022,04/30/2022,By Month,South Dakota,Total - All Places of Death,17
10/19/2022,04/01/2022,04/30/2022,By Month,South Dakota,"Healthcare setting, inpatient",12
10/19/2022,04/01/2022,04/30/2022,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",0
10/19/2022,04/01/2022,04/30/2022,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,04/01/2022,04/30/2022,By Month,South Dakota,Decedent's home,0
10/19/2022,04/01/2022,04/30/2022,By Month,South Dakota,Hospice facility,
10/19/2022,04/01/2022,04/30/2022,By Month,South Dakota,Nursing home/long term care facility,
10/19/2022,04/01/2022,04/30/2022,By Month,South Dakota,Other,0
10/19/2022,04/01/2022,04/30/2022,By Month,South Dakota,Place of death unknown,0
10/19/2022,05/01/2022,05/31/2022,By Month,South Dakota,Total - All Places of Death,
10/19/2022,05/01/2022,05/31/2022,By Month,South Dakota,"Healthcare setting, inpatient",
10/19/2022,05/01/2022,05/31/2022,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",0
10/19/2022,05/01/2022,05/31/2022,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,05/01/2022,05/31/2022,By Month,South Dakota,Decedent's home,
10/19/2022,05/01/2022,05/31/2022,By Month,South Dakota,Hospice facility,
10/19/2022,05/01/2022,05/31/2022,By Month,South Dakota,Nursing home/long term care facility,
10/19/2022,05/01/2022,05/31/2022,By Month,South Dakota,Other,0
10/19/2022,05/01/2022,05/31/2022,By Month,South Dakota,Place of death unknown,0
10/19/2022,06/01/2022,06/30/2022,By Month,South Dakota,Total - All Places of Death,19
10/19/2022,06/01/2022,06/30/2022,By Month,South Dakota,"Healthcare setting, inpatient",
10/19/2022,06/01/2022,06/30/2022,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,06/01/2022,06/30/2022,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,06/01/2022,06/30/2022,By Month,South Dakota,Decedent's home,
10/19/2022,06/01/2022,06/30/2022,By Month,South Dakota,Hospice facility,
10/19/2022,06/01/2022,06/30/2022,By Month,South Dakota,Nursing home/long term care facility,
10/19/2022,06/01/2022,06/30/2022,By Month,South Dakota,Other,0
10/19/2022,06/01/2022,06/30/2022,By Month,South Dakota,Place of death unknown,0
10/19/2022,07/01/2022,07/31/2022,By Month,South Dakota,Total - All Places of Death,37
10/19/2022,07/01/2022,07/31/2022,By Month,South Dakota,"Healthcare setting, inpatient",16
10/19/2022,07/01/2022,07/31/2022,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,07/01/2022,07/31/2022,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,07/01/2022,07/31/2022,By Month,South Dakota,Decedent's home,
10/19/2022,07/01/2022,07/31/2022,By Month,South Dakota,Hospice facility,0
10/19/2022,07/01/2022,07/31/2022,By Month,South Dakota,Nursing home/long term care facility,12
10/19/2022,07/01/2022,07/31/2022,By Month,South Dakota,Other,
10/19/2022,07/01/2022,07/31/2022,By Month,South Dakota,Place of death unknown,0
10/19/2022,08/01/2022,08/31/2022,By Month,South Dakota,Total - All Places of Death,35
10/19/2022,08/01/2022,08/31/2022,By Month,South Dakota,"Healthcare setting, inpatient",13
10/19/2022,08/01/2022,08/31/2022,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,08/01/2022,08/31/2022,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,08/01/2022,08/31/2022,By Month,South Dakota,Decedent's home,
10/19/2022,08/01/2022,08/31/2022,By Month,South Dakota,Hospice facility,
10/19/2022,08/01/2022,08/31/2022,By Month,South Dakota,Nursing home/long term care facility,11
10/19/2022,08/01/2022,08/31/2022,By Month,South Dakota,Other,
10/19/2022,08/01/2022,08/31/2022,By Month,South Dakota,Place of death unknown,0
10/19/2022,09/01/2022,09/30/2022,By Month,South Dakota,Total - All Places of Death,33
10/19/2022,09/01/2022,09/30/2022,By Month,South Dakota,"Healthcare setting, inpatient",20
10/19/2022,09/01/2022,09/30/2022,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",
10/19/2022,09/01/2022,09/30/2022,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,09/01/2022,09/30/2022,By Month,South Dakota,Decedent's home,
10/19/2022,09/01/2022,09/30/2022,By Month,South Dakota,Hospice facility,
10/19/2022,09/01/2022,09/30/2022,By Month,South Dakota,Nursing home/long term care facility,
10/19/2022,09/01/2022,09/30/2022,By Month,South Dakota,Other,0
10/19/2022,09/01/2022,09/30/2022,By Month,South Dakota,Place of death unknown,0
10/19/2022,10/01/2022,10/15/2022,By Month,South Dakota,Total - All Places of Death,
10/19/2022,10/01/2022,10/15/2022,By Month,South Dakota,"Healthcare setting, inpatient",0
10/19/2022,10/01/2022,10/15/2022,By Month,South Dakota,"Healthcare setting, outpatient or emergency room",0
10/19/2022,10/01/2022,10/15/2022,By Month,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,10/01/2022,10/15/2022,By Month,South Dakota,Decedent's home,0
10/19/2022,10/01/2022,10/15/2022,By Month,South Dakota,Hospice facility,
10/19/2022,10/01/2022,10/15/2022,By Month,South Dakota,Nursing home/long term care facility,
10/19/2022,10/01/2022,10/15/2022,By Month,South Dakota,Other,0
10/19/2022,10/01/2022,10/15/2022,By Month,South Dakota,Place of death unknown,0
10/19/2022,01/01/2020,01/31/2020,By Month,Tennessee,Total - All Places of Death,0
10/19/2022,01/01/2020,01/31/2020,By Month,Tennessee,"Healthcare setting, inpatient",0
10/19/2022,01/01/2020,01/31/2020,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",0
10/19/2022,01/01/2020,01/31/2020,By Month,Tennessee,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2020,01/31/2020,By Month,Tennessee,Decedent's home,0
10/19/2022,01/01/2020,01/31/2020,By Month,Tennessee,Hospice facility,0
10/19/2022,01/01/2020,01/31/2020,By Month,Tennessee,Nursing home/long term care facility,0
10/19/2022,01/01/2020,01/31/2020,By Month,Tennessee,Other,0
10/19/2022,01/01/2020,01/31/2020,By Month,Tennessee,Place of death unknown,0
10/19/2022,02/01/2020,02/29/2020,By Month,Tennessee,Total - All Places of Death,0
10/19/2022,02/01/2020,02/29/2020,By Month,Tennessee,"Healthcare setting, inpatient",0
10/19/2022,02/01/2020,02/29/2020,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",0
10/19/2022,02/01/2020,02/29/2020,By Month,Tennessee,"Healthcare setting, dead on arrival",0
10/19/2022,02/01/2020,02/29/2020,By Month,Tennessee,Decedent's home,0
10/19/2022,02/01/2020,02/29/2020,By Month,Tennessee,Hospice facility,0
10/19/2022,02/01/2020,02/29/2020,By Month,Tennessee,Nursing home/long term care facility,0
10/19/2022,02/01/2020,02/29/2020,By Month,Tennessee,Other,0
10/19/2022,02/01/2020,02/29/2020,By Month,Tennessee,Place of death unknown,0
10/19/2022,03/01/2020,03/31/2020,By Month,Tennessee,Total - All Places of Death,35
10/19/2022,03/01/2020,03/31/2020,By Month,Tennessee,"Healthcare setting, inpatient",34
10/19/2022,03/01/2020,03/31/2020,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",0
10/19/2022,03/01/2020,03/31/2020,By Month,Tennessee,"Healthcare setting, dead on arrival",0
10/19/2022,03/01/2020,03/31/2020,By Month,Tennessee,Decedent's home,0
10/19/2022,03/01/2020,03/31/2020,By Month,Tennessee,Hospice facility,0
10/19/2022,03/01/2020,03/31/2020,By Month,Tennessee,Nursing home/long term care facility,0
10/19/2022,03/01/2020,03/31/2020,By Month,Tennessee,Other,
10/19/2022,03/01/2020,03/31/2020,By Month,Tennessee,Place of death unknown,0
10/19/2022,04/01/2020,04/30/2020,By Month,Tennessee,Total - All Places of Death,185
10/19/2022,04/01/2020,04/30/2020,By Month,Tennessee,"Healthcare setting, inpatient",151
10/19/2022,04/01/2020,04/30/2020,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",
10/19/2022,04/01/2020,04/30/2020,By Month,Tennessee,"Healthcare setting, dead on arrival",
10/19/2022,04/01/2020,04/30/2020,By Month,Tennessee,Decedent's home,
10/19/2022,04/01/2020,04/30/2020,By Month,Tennessee,Hospice facility,
10/19/2022,04/01/2020,04/30/2020,By Month,Tennessee,Nursing home/long term care facility,17
10/19/2022,04/01/2020,04/30/2020,By Month,Tennessee,Other,
10/19/2022,04/01/2020,04/30/2020,By Month,Tennessee,Place of death unknown,0
